Queue ID,Company Name,Segment,Tier,Location,Decision Maker,Role,Email,Phone,LinkedIn,Scale,Fit,Pain,Angle,Source,Status,Usability Status,Priority Score,Channel,Language,English Confidence,Phone Allowed,Text Outreach Ready,DM Verification,Email Verification,Email Source,From Address,Sender Readiness,Automation Stage,Automation Blocker,Send Batch,Send Approved,Subject EN,Subject HU,Follow-up Due,Sent At,Reply Status,Thread ID,Next Action,First Message EN,First Message HU,First Message,Follow Up 1,Notes
CEEFM-C-070,Casati Budapest Hotel,Boutique heritage hotel,Tier 4,VI (Terézváros),Not found,GM,Not found,Not found,Not found,25 rooms,Hungarian Hotel of the Year 18th-century renovated 2012,Award brand cleanliness reputation critical,Award-grade cleaning pitch,myboutiquehotel.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Email outreach,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-077,Hotel Memories Budapest,Boutique hotel,Tier 4,Central BP,Not found,GM,Not found,Not found,Not found,Mid-size,Independent boutique,Independent outsourced housekeeping likely,Outsource housekeeping pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-080,Hotel President Budapest,Boutique 4-star hotel,Tier 4,V,Not found,GM,Not found,Not found,Not found,Mid-size with rooftop,Independent 4-star near Hungarian National Bank,4-star compliance documentation expected,4-star compliance pitch,myboutiquehotel.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-076,KViHotel Budapest,Boutique hotel,Tier 4,VII,Not found,GM,Not found,Not found,Not found,30-40 rooms,Independent boutique tech-forward branding,Tech-forward receptive to documented cleaning,Digital documentation pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-071,Mystery Hotel Budapest,Boutique luxury hotel,Tier 4,V,Not found,GM,Not found,Not found,Not found,Mid-size luxury,Recently opened luxury boutique Masonic theme,Luxury highest cleaning standard,Luxury standard pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-073,NETIZEN Budapest Centre,Boutique hotel,Tier 4,Central BP,Not found,GM,Not found,Not found,Not found,Mid-size,Modern boutique chain,Modern brand receptive to modern vendor,Modern partnership pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-072,Stories Boutique Hotel,Boutique hotel,Tier 4,Central BP,Not found,GM,Not found,Not found,Not found,Mid-size,Chic stylish quiet residential setting,Premium independent positioning,Premium independent pitch,tripadvisor.com,Find contact,Find verified decision maker,4,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,FM support before Budapest peak season,FM támogatás a budapesti főszezon előtt,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-089,Building Budapest Kft / Tailor Hungary,Renovation + heritage,Tier 5,BP,Not found,MD,info@buildingbudapest.com,Not found,Not found,Heritage-focused renovations,Renovation + heritage projects private clients,Each renovation post-renovation deep clean,Post-renovation cleaning standard,buildingbudapest.com,Qualify then send,Text only - generic inbox,3,Email,EN+HU,Low,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Hi there, I noticed Building Budapest Kft / Tailor Hungary and the likely operations pressure around Each renovation post-renovation deep clean. CEEFM helps Budapest operators simplify FM delivery through Post-renovation cleaning standard. Worth a quick call?","Üdvözlöm, a(z) Building Budapest Kft / Tailor Hungary típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed Building Budapest Kft / Tailor Hungary and the likely operations pressure around Each renovation post-renovation deep clean. CEEFM helps Budapest operators simplify FM delivery through Post-renovation cleaning standard. Worth a quick call?

---

Üdvözlöm, a(z) Building Budapest Kft / Tailor Hungary típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-091,Craftex,Construction + renovation + maintenance,Tier 5,BP,Not found,MD,info@craftex.hu,Not found,Not found,Multi-segment,Full-scope construction renovation maintenance,Maintenance contracts recurring cleaning,Recurring maintenance + cleaning bundle,craftex.hu,Qualify then send,Text only - generic inbox,3,Email,EN+HU,Medium,No,Yes,Role only / unverified,Generic only,Source workbook,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Manual send only until sender DNS is fixed,Manual approval before email,email generic only,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Hi there, I noticed Craftex and the likely operations pressure around Maintenance contracts recurring cleaning. CEEFM helps Budapest operators simplify FM delivery through Recurring maintenance + cleaning bundle. Worth a quick call?","Üdvözlöm, a(z) Craftex típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed Craftex and the likely operations pressure around Maintenance contracts recurring cleaning. CEEFM helps Budapest operators simplify FM delivery through Recurring maintenance + cleaning bundle. Worth a quick call?

---

Üdvözlöm, a(z) Craftex típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-093,MECC Hungary,Construction + renovation services,Tier 5,BP,Not found,MD,Not found,Not found,facebook.com/MECCHungary,Mid-size,Construction + renovation services firm,Subcontract relationship possible,Subcontractor pitch,facebook.com,Qualify then send,English text-ready,3,LinkedIn,EN+HU,Medium,No,Yes,Role only / unverified,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold via FB,"Hi there, I noticed MECC Hungary and the likely operations pressure around Subcontract relationship possible. CEEFM helps Budapest operators simplify FM delivery through Subcontractor pitch. Worth a quick call?","Üdvözlöm, a(z) MECC Hungary típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed MECC Hungary and the likely operations pressure around Subcontract relationship possible. CEEFM helps Budapest operators simplify FM delivery through Subcontractor pitch. Worth a quick call?

---

Üdvözlöm, a(z) MECC Hungary típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-082,Market Építő Zrt,Construction,Tier 5,BP,Not found,Project Manager,Not found,Not found,linkedin.com/company/market-epito,Major Hungarian construction,Top-25 HU construction firm premium projects,Premium handovers premium cleaning,Premium handover pitch,budapestlovers.city,Qualify then send,English text-ready,3,LinkedIn,EN+HU,Medium,No,Yes,Role only / unverified,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,LinkedIn outreach,"Hi there, I noticed Market Építő Zrt and the likely operations pressure around Premium handovers premium cleaning. CEEFM helps Budapest operators simplify FM delivery through Premium handover pitch. Worth a quick call?","Üdvözlöm, a(z) Market Építő Zrt típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed Market Építő Zrt and the likely operations pressure around Premium handovers premium cleaning. CEEFM helps Budapest operators simplify FM delivery through Premium handover pitch. Worth a quick call?

---

Üdvözlöm, a(z) Market Építő Zrt típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-081,West Hungária Bau Kft (WHB Group),Construction (top Hungarian),Tier 5,Biatorbágy HQ + BP branch,Not found,Project Manager,Not found,Not found,linkedin.com/company/west-hungaria-bau,Major construction many BP sites,Hungary's leading 100% HU-owned construction,Each handover post-construction deep clean,Post-construction handover pitch,whb.hu,Qualify then send,English text-ready,3,LinkedIn,EN+HU,Low,No,Yes,Role only / unverified,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not relevant - manual LinkedIn,Manual LinkedIn step,,Batch 1 - manual LinkedIn,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,LinkedIn outreach to PMs,"Hi there, I noticed West Hungária Bau Kft (WHB Group) and the likely operations pressure around Each handover post-construction deep clean. CEEFM helps Budapest operators simplify FM delivery through Post-construction handover pitch. Worth a quick call?","Üdvözlöm, a(z) West Hungária Bau Kft (WHB Group) típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Hi there, I noticed West Hungária Bau Kft (WHB Group) and the likely operations pressure around Each handover post-construction deep clean. CEEFM helps Budapest operators simplify FM delivery through Post-construction handover pitch. Worth a quick call?

---

Üdvözlöm, a(z) West Hungária Bau Kft (WHB Group) típusú működésnél a takarítás és karbantartás megbízhatósága gyorsan ügyfélpanasszá válik. A CEEFM budapesti FM partnerként segít ezt egy átlátható havi szerződésbe rendezni. Összefér egy 15 perces hívás?","Quick follow-up. The useful part may simply be a short benchmark: where cleaning, maintenance, and handoff risk usually leak time before peak season. Open to a 15-minute call?",
CEEFM-C-095,ASA Construction Ltd,Construction,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Mid-size construction,Top BP construction firm,Mid-size handover cleaning subcontract,Subcontract pitch,budapestlovers.city,Find contact,Find verified decision maker,2,Research,EN+HU,Medium,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-094,Bis Hungary Kft,Construction,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Mid-size construction,Top BP construction firm,Mid-size subcontract-friendly,Subcontract pitch,budapestlovers.city,Find contact,Find verified decision maker,2,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-087,EB HUNGARY INVEST Kft,Construction + investment,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Mid-size,Investment + construction hybrid,Investment projects handover quality affects returns,Investor-handover quality,budapestlovers.city,Find contact,Find verified decision maker,2,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-083,Fodor Kft,Construction + interior finishing,Tier 5,BP,Attila Paár,Co-owner,Not found,Not found,Not found,Mid-size construction,Interior + general contractor many handovers,Interior finishing post-finish cleaning crucial,Interior-finish cleaning pitch,whb.hu,Find contact,Needs verification,2,Research,EN+HU,Low,No,No,Named in source workbook,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Hold,email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-086,NGBS Hungary Kft,Construction,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Mid-size construction,Top BP construction firm,Mid-size receptive to post-construction subcontract,Post-construction subcontract,budapestlovers.city,Find contact,Find verified decision maker,2,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-090,Renovation Budapest,Renovation specialist,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Multi-project renovation,French-language client focus renovation + interior,Each project post-renovation cleaning,Project-handover cleaning pitch,renovation-budapest.com,Find contact,Find verified decision maker,2,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Email outreach EN/FR,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
CEEFM-C-088,TEGA-BAU Kft,Construction,Tier 5,BP,Not found,MD,Not found,Not found,Not found,Mid-size,Top BP construction firm,Mid-size handovers cleaning subcontract,Subcontractor pitch,budapestlovers.city,Find contact,Find verified decision maker,2,Research,EN+HU,Low,No,No,Missing,Missing,,office.ceefm@gmail.com via office@ceefm.eu forwarder setup,Not ready for automated email,Enrichment needed,missing verified decision maker; email missing,Hold,No,Budapest FM partnership,Budapesti FM együttműködés,,,,,Cold email,"Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.","Call or research first. Get a named operations, GM, property, or FM decision maker before sending written outreach.",No written follow-up until the row has a named contact and send status.,
